City,Country,Latitude,Longitude,Year,Population
Brasília,Brazil,-15.79,-47.89,1950.0,40000.0
Campinas,Brazil,-22.9,-47.05,1950.0,150000.0
Campo Grande,Brazil,-20.45,-54.61,1950.0,30000.0
Cuiabá,Brazil,-15.61,-56.09,1950.0,30000.0
Curitiba,Brazil,-25.43,-49.28,1950.0,160000.0
Florianópolis,Brazil,-27.57,-48.61,1950.0,70000.0
Fortaleza,Brazil,-3.78,-38.58,1950.0,260000.0
Goiânia,Brazil,-16.72,-49.25,1950.0,50000.0
Grande São Luís,Brazil,-2.51,-44.3,1950.0,120000.0
Grande Vitória,Brazil,-20.3,-40.35,1950.0,80000.0
João Pessoa,Brazil,-7.12,-34.86,1950.0,120000.0
Maceió,Brazil,-9.67,-35.74,1950.0,120000.0
Manaus,Brazil,-3.12,-60.01,1950.0,90000.0
Natal,Brazil,-5.8,-35.21,1950.0,110000.0
Norte/Nordeste Catarinense,Brazil,-26.32,-48.84,1950.0,60000.0
Pôrto Alegre,Brazil,-30.04,-51.2,1950.0,490000.0
Recife,Brazil,-8.08,-34.91,1950.0,660000.0
Rio de Janeiro,Brazil,-22.72,-43.45,1950.0,2950000.0
Salvador,Brazil,-12.99,-38.48,1950.0,400000.0
São Paulo,Brazil,-23.58,-46.62,1950.0,2330000.0
Teresina,Brazil,-5.1,-42.8,1950.0,50000.0
Dimashq,Syrian Arab Republic,33.49,36.29,1950.0,370000.0
Halab,Syrian Arab Republic,36.21,37.15,1950.0,320000.0
Hims,Syrian Arab Republic,34.73,36.71,1950.0,100000.0
Krung Thep,Thailand,13.75,100.51,1950.0,1360000.0
Lomé,Togo,6.1,1.2,1950.0,30000.0
Dubayy,United Arab Emirates,25.27,55.32,1950.0,20000.0
Adana,Turkey,37.0,35.32,1950.0,140000.0
Ankara,Turkey,39.92,32.85,1950.0,280000.0
Antalya,Turkey,36.89,30.7,1950.0,30000.0
Bursa,Turkey,40.19,29.07,1950.0,150000.0
Gaziantep,Turkey,37.04,37.3,1950.0,100000.0
Istanbul,Turkey,41.06,29.0,1950.0,970000.0
Izmir,Turkey,38.43,27.14,1950.0,220000.0
Konya,Turkey,37.87,32.48,1950.0,100000.0
Kampala,Uganda,0.32,32.57,1950.0,100000.0
Dnipropetrovs'k,Ukraine,48.42,35.13,1950.0,540000.0
Donets'k,Ukraine,48.04,37.73,1950.0,580000.0
Kharkiv,Ukraine,49.98,36.2,1950.0,760000.0
Kyiv,Ukraine,50.44,30.5,1950.0,820000.0
Odesa,Ukraine,46.46,30.73,1950.0,530000.0
Zaporizhzhya,Ukraine,47.85,35.15,1950.0,320000.0
Al-Iskandariyah,Egypt,31.2,29.9,1950.0,1040000.0
Al-Qahirah,Egypt,30.07,31.25,1950.0,2490000.0
Birmingham,United Kingdom,52.49,-1.86,1950.0,2230000.0
Glasgow,United Kingdom,55.86,-4.26,1950.0,1760000.0
Liverpool,United Kingdom,53.42,-2.97,1950.0,1380000.0
London,United Kingdom,51.48,-0.17,1950.0,8360000.0
Manchester,United Kingdom,53.47,-2.26,1950.0,2420000.0
Newcastle upon Tyne,United Kingdom,54.96,-1.6,1950.0,910000.0
West Yorkshire,United Kingdom,53.79,-1.54,1950.0,1690000.0
Dar es Salaam,United Republic of Tanzania,-6.81,39.25,1950.0,70000.0
Atlanta,United States of America,33.79,-84.34,1950.0,510000.0
Austin,United States of America,30.27,-97.73,1950.0,140000.0
Baltimore,United States of America,39.32,-76.61,1950.0,1170000.0
Boston,United States of America,42.37,-71.1,1950.0,2550000.0
Bridgeport-Stamford,United States of America,41.18,-73.19,1950.0,420000.0
Buffalo,United States of America,42.89,-78.84,1950.0,900000.0
Charlotte,United States of America,35.2,-80.83,1950.0,140000.0
Chicago,United States of America,41.82,-87.64,1950.0,5000000.0
Cincinnati,United States of America,39.14,-84.47,1950.0,880000.0
Cleveland,United States of America,41.39,-81.72,1950.0,1390000.0
"Columbus, Ohio",United States of America,40.04,-82.99,1950.0,440000.0
Dallas-Fort Worth,United States of America,32.76,-96.66,1950.0,870000.0
Dayton,United States of America,39.75,-84.19,1950.0,350000.0
Denver-Aurora,United States of America,39.57,-105.07,1950.0,500000.0
Detroit,United States of America,42.39,-83.07,1950.0,2770000.0
El Paso,United States of America,31.77,-106.45,1950.0,140000.0
Hartford,United States of America,41.76,-72.7,1950.0,420000.0
Honolulu,United States of America,21.32,-157.86,1950.0,250000.0
Houston,United States of America,29.77,-95.4,1950.0,710000.0
Indianapolis,United States of America,39.81,-86.13,1950.0,500000.0
"Jacksonville, Florida",United States of America,30.33,-81.65,1950.0,250000.0
Kansas City,United States of America,38.99,-94.62,1950.0,700000.0
Las Vegas,United States of America,36.17,-115.13,1950.0,40000.0
Los Angeles-Long Beach-Santa Ana,United States of America,34.0,-118.25,1950.0,4050000.0
Louisville,United States of America,38.25,-85.76,1950.0,480000.0
Memphis,United States of America,35.11,-90.0,1950.0,410000.0
Miami,United States of America,25.83,-80.27,1950.0,620000.0
Milwaukee,United States of America,43.06,-87.99,1950.0,840000.0
Minneapolis-St. Paul,United States of America,44.92,-93.3,1950.0,1000000.0
Nashville-Davidson,United States of America,36.14,-86.81,1950.0,260000.0
New Orleans,United States of America,29.95,-90.09,1950.0,660000.0
New York-Newark,United States of America,40.7,-73.9,1950.0,12340000.0
Oklahoma City,United States of America,35.48,-97.53,1950.0,280000.0
Orlando,United States of America,28.54,-81.37,1950.0,80000.0
Philadelphia,United States of America,39.92,-75.21,1950.0,3130000.0
Phoenix-Mesa,United States of America,33.5,-112.11,1950.0,220000.0
Pittsburgh,United States of America,40.49,-79.99,1950.0,1540000.0
Portland,United States of America,45.44,-122.64,1950.0,520000.0
Providence,United States of America,41.81,-71.42,1950.0,700000.0
Richmond,United States of America,37.56,-77.47,1950.0,260000.0
Riverside-San Bernardino,United States of America,34.12,-117.29,1950.0,140000.0
Rochester,United States of America,43.21,-77.63,1950.0,410000.0
Sacramento,United States of America,38.56,-121.42,1950.0,220000.0
Salt Lake City,United States of America,40.69,-111.89,1950.0,230000.0
San Antonio,United States of America,29.42,-98.52,1950.0,450000.0
San Diego,United States of America,32.76,-117.12,1950.0,440000.0
San Francisco-Oakland,United States of America,37.79,-122.38,1950.0,1860000.0
San Jose,United States of America,37.3,-121.84,1950.0,180000.0
Seattle,United States of America,47.58,-122.31,1950.0,800000.0
St. Louis,United States of America,38.63,-90.34,1950.0,1410000.0
Tampa-St. Petersburg,United States of America,27.99,-82.59,1950.0,300000.0
Tucson,United States of America,32.22,-110.92,1950.0,80000.0
Virginia Beach,United States of America,36.83,-76.08,1950.0,390000.0
"Washington, D.C.",United States of America,38.89,-76.95,1950.0,1300000.0
Ouagadougou,Burkina Faso,12.48,-1.67,1950.0,30000.0
Montevideo,Uruguay,-34.92,-56.16,1950.0,1210000.0
Tashkent,Uzbekistan,41.24,69.34,1950.0,760000.0
Barquisimeto,Venezuela (Bolivarian Republic of),10.06,-69.33,1950.0,130000.0
Caracas,Venezuela (Bolivarian Republic of),10.49,-66.89,1950.0,690000.0
Maracaibo,Venezuela (Bolivarian Republic of),10.64,-71.63,1950.0,280000.0
Maracay,Venezuela (Bolivarian Republic of),10.24,-67.59,1950.0,60000.0
Valencia,Venezuela (Bolivarian Republic of),10.17,-68.0,1950.0,130000.0
Al-Hudaydah,Yemen,14.79,42.94,1950.0,30000.0
Sana'a',Yemen,15.36,44.2,1950.0,50000.0
Ta'izz,Yemen,13.57,44.01,1950.0,20000.0
Lusaka,Zambia,-15.42,28.17,1950.0,30000.0
Sofia,Bulgaria,42.7,23.33,1955.0,620000.0
Mandalay,Myanmar,21.97,96.08,1955.0,200000.0
Nay Pyi Taw,Myanmar,19.75,96.1,1955.0,0.0
Yangon,Myanmar,16.87,96.12,1955.0,1440000.0
Minsk,Belarus,53.89,27.57,1955.0,410000.0
Phnum Pénh,Cambodia,11.56,104.91,1955.0,380000.0
El Djazaïr,Algeria,36.78,3.05,1955.0,620000.0
Wahran,Algeria,35.74,-0.52,1955.0,290000.0
Douala,Cameroon,4.13,9.7,1955.0,120000.0
Yaoundé,Cameroon,3.86,11.51,1955.0,50000.0
Calgary,Canada,51.03,-114.04,1955.0,190000.0
Edmonton,Canada,53.55,-113.5,1955.0,230000.0
Montréal,Canada,45.54,-73.65,1955.0,1650000.0
Ottawa-Gatineau,Canada,45.37,-75.65,1955.0,340000.0
Toronto,Canada,43.72,-79.41,1955.0,1360000.0
Vancouver,Canada,49.27,-122.96,1955.0,590000.0
N'Djaména,Chad,12.1,15.24,1955.0,40000.0
Santiago,Chile,-33.43,-70.65,1955.0,1620000.0
Valparaíso,Chile,-33.02,-71.55,1955.0,380000.0
"Anshan, Liaoning",China,41.11,122.97,1955.0,600000.0
Anshun,China,26.25,105.93,1955.0,210000.0
Anyang,China,36.1,114.33,1955.0,140000.0
Baoding,China,38.85,115.48,1955.0,210000.0
Baotou,China,40.65,109.8,1955.0,590000.0
Beijing,China,39.9,116.38,1955.0,4630000.0
Bengbu,China,32.93,117.35,1955.0,270000.0
Benxi,China,41.3,123.77,1955.0,470000.0
Changchun,China,43.88,125.31,1955.0,920000.0
Changde,China,29.03,111.68,1955.0,350000.0
"Changsha, Hunan",China,28.09,113.0,1955.0,670000.0
"Changzhou, Jiangsu",China,31.78,119.97,1955.0,140000.0
Chengdu,China,30.67,104.07,1955.0,920000.0
Chifeng,China,42.27,118.95,1955.0,160000.0
Chongqing,China,29.54,106.52,1955.0,1840000.0
Dalian,China,39.03,121.59,1955.0,850000.0
Dandong,China,40.11,124.38,1955.0,270000.0
Daqing,China,46.58,125.0,1955.0,310000.0
"Datong, Shanxi",China,40.06,113.28,1955.0,660000.0
"Dongguan, Guangdong",China,23.03,113.71,1955.0,450000.0
Foshan,China,23.03,113.71,1955.0,110000.0
"Fushun, Liaoning",China,41.85,123.9,1955.0,730000.0
Fuxin,China,42.01,121.65,1955.0,200000.0
Fuyang,China,30.05,119.94,1955.0,60000.0
"Fuzhou, Fujian",China,26.07,119.3,1955.0,600000.0
"Guangzhou, Guangdong",China,23.09,113.29,1955.0,1680000.0
Guilin,China,25.27,110.29,1955.0,180000.0
Guiyang,China,26.57,106.7,1955.0,750000.0
Haerbin,China,45.75,126.62,1955.0,1280000.0
Handan,China,36.6,114.48,1955.0,440000.0
Hangzhou,China,30.25,120.16,1955.0,740000.0
Hefei,China,31.86,117.27,1955.0,310000.0
Hengyang,China,26.9,112.6,1955.0,200000.0
Heze,China,35.23,115.43,1955.0,440000.0
Hohhot,China,40.81,111.64,1955.0,360000.0
Huai'an,China,33.5,119.13,1955.0,860000.0
Huaibei,China,34.15,116.65,1955.0,230000.0
Huainan,China,32.61,116.98,1955.0,560000.0
Huzhou,China,30.86,120.1,1955.0,710000.0
Jiamusi,China,46.83,130.35,1955.0,250000.0
Jiaozuo,China,35.24,113.22,1955.0,240000.0
Jiaxing,China,30.76,120.75,1955.0,480000.0
Jilin,China,43.85,126.56,1955.0,460000.0
"Jinan, Shandong",China,36.65,116.96,1955.0,740000.0
"Jining, Shandong",China,35.4,116.56,1955.0,290000.0
"Jinxi, Liaoning",China,41.11,122.05,1955.0,270000.0
Jinzhou,China,41.1,121.13,1955.0,370000.0
"Jixi, Heilongjiang",China,45.3,130.96,1955.0,220000.0
Kaifeng,China,34.79,114.34,1955.0,380000.0
Kaohsiung,China,22.6,120.28,1955.0,340000.0
Kunming,China,25.05,102.7,1955.0,740000.0
Langfang,China,39.51,116.7,1955.0,70000.0
Lanzhou,China,36.11,103.59,1955.0,430000.0
Leshan,China,29.58,103.75,1955.0,650000.0
Lianyungang,China,41.26,119.16,1955.0,140000.0
Liaoyang,China,41.26,123.17,1955.0,140000.0
Linfen,China,36.08,111.51,1955.0,120000.0
"Linyi, Shandong",China,35.05,118.31,1955.0,490000.0
Liuan,China,31.73,116.46,1955.0,910000.0
Liupanshui,China,26.59,104.83,1955.0,440000.0
Liuzhou,China,24.31,109.38,1955.0,170000.0
Luoyang,China,34.67,112.36,1955.0,450000.0
Luzhou,China,28.88,105.43,1955.0,110000.0
"Mianyang, Sichuan",China,31.46,104.75,1955.0,520000.0
Mudanjiang,China,44.58,129.59,1955.0,240000.0
Nanchang,China,28.67,115.88,1955.0,440000.0
Nanchong,China,28.68,115.88,1955.0,120000.0
"Nanjing, Jiangsu",China,32.04,118.76,1955.0,1180000.0
Nanning,China,22.83,108.29,1955.0,220000.0
Nantong,China,32.0,120.83,1955.0,210000.0
"Nanyang, Henan",China,33.0,112.53,1955.0,90000.0
Neijiang,China,29.58,105.06,1955.0,150000.0
Ningbo,China,29.86,121.55,1955.0,530000.0
"Pingdingshan, Henan",China,33.73,113.3,1955.0,190000.0
"Pingxiang, Jiangxi",China,27.63,113.85,1955.0,190000.0
Qingdao,China,36.14,120.43,1955.0,930000.0
Qinhuangdao,China,39.93,119.6,1955.0,170000.0
Qiqihaer,China,47.34,123.96,1955.0,780000.0
Quanzhou,China,24.91,118.58,1955.0,240000.0
Shanghai,China,31.24,121.47,1955.0,6300000.0
Shangqiu,China,34.41,115.63,1955.0,70000.0
Shantou,China,23.36,116.7,1955.0,370000.0
Shaoxing,China,30.0,120.58,1955.0,80000.0
Shenyang,China,41.8,123.38,1955.0,2450000.0
Shenzhen,China,22.55,114.1,1955.0,190000.0
Shijiazhuang,China,38.07,114.55,1955.0,400000.0
"Suining, Sichuan",China,30.51,105.56,1955.0,810000.0
"Suzhou, Anhui",China,33.61,117.0,1955.0,70000.0
"Suzhou, Jiangsu",China,31.3,120.6,1955.0,490000.0
"Taian, Shandong",China,36.16,117.11,1955.0,890000.0
Taichung,China,24.14,120.67,1955.0,240000.0
Tainan,China,23.01,120.2,1955.0,350000.0
Taipei,China,25.03,121.5,1955.0,760000.0
"Taiyuan, Shanxi",China,37.89,112.55,1955.0,790000.0
"Tangshan, Hebei",China,39.61,118.18,1955.0,730000.0
Tianjin,China,39.12,117.18,1955.0,2930000.0
Tianmen,China,30.41,112.85,1955.0,1120000.0
Tianshui,China,34.58,105.73,1955.0,210000.0
Tongliao,China,43.61,122.26,1955.0,130000.0
Ürümqi (Wulumqi),China,43.78,87.58,1955.0,310000.0
Weifang,China,36.71,119.1,1955.0,220000.0
Wenzhou,China,27.99,120.65,1955.0,280000.0
Wuhan,China,30.57,114.27,1955.0,1510000.0
"Wuhu, Anhui",China,31.33,118.35,1955.0,240000.0
"Wuxi, Jiangsu",China,33.0,120.0,1955.0,590000.0
Xiamen,China,24.46,118.07,1955.0,240000.0
"Xi'an, Shaanxi",China,34.26,108.9,1955.0,840000.0
"Xiangfan, Hubei",China,30.4,114.88,1955.0,120000.0
Xiantao,China,30.38,113.4,1955.0,1040000.0
"Xianyang, Shaanxi",China,34.35,108.71,1955.0,130000.0
"Xingyi, Guizhou",China,24.53,104.31,1955.0,310000.0
Xining,China,36.64,101.76,1955.0,290000.0
Xinxiang,China,35.3,113.86,1955.0,270000.0
Xinyang,China,32.13,114.05,1955.0,110000.0
Xinyu,China,27.79,114.92,1955.0,260000.0
Xuanzhou,China,27.09,112.71,1955.0,610000.0
Xuzhou,China,34.26,117.16,1955.0,400000.0
"Yancheng, Jiangsu",China,33.38,120.11,1955.0,170000.0
Yantai,China,37.45,121.44,1955.0,210000.0
Yibin,China,28.76,104.61,1955.0,100000.0
Yichang,China,30.7,111.28,1955.0,130000.0
"Yichun, Heilongjiang",China,47.73,128.9,1955.0,590000.0
"Yichun, Jiangxi",China,27.8,114.38,1955.0,380000.0
Yinchuan,China,38.46,106.26,1955.0,120000.0
Yingkou,China,40.66,122.23,1955.0,150000.0
"Yiyang, Hunan",China,28.58,112.33,1955.0,450000.0
Yongzhou,China,26.21,111.61,1955.0,850000.0
Yuci,China,37.68,112.73,1955.0,100000.0
Yueyang,China,29.36,113.1,1955.0,710000.0
"Yulin, Guangxi",China,22.63,110.15,1955.0,230000.0
Zaozhuang,China,34.86,117.55,1955.0,360000.0
Zhangjiakou,China,40.81,114.88,1955.0,340000.0
Zhanjiang,China,21.2,110.4,1955.0,460000.0
Zhaotong,China,27.31,103.71,1955.0,160000.0
Zhengzhou,China,34.75,113.64,1955.0,650000.0
"Zhenjiang, Jiangsu",China,32.2,119.41,1955.0,110000.0
Zhuhai,China,22.27,113.56,1955.0,50000.0
Zhuzhou,China,27.85,113.13,1955.0,150000.0
Zibo,China,36.78,118.05,1955.0,1550000.0
Zigong,China,29.4,104.78,1955.0,600000.0
Zunyi,China,27.68,106.9,1955.0,220000.0
Barranquilla,Colombia,10.98,-74.8,1955.0,370000.0
Bogotá,Colombia,4.63,-74.08,1955.0,890000.0
Bucaramanga,Colombia,7.11,-73.11,1955.0,140000.0
Cali,Colombia,3.45,-76.52,1955.0,330000.0
Cartagena,Colombia,10.41,-75.53,1955.0,140000.0
Medellín,Colombia,6.24,-75.59,1955.0,520000.0
Brazzaville,Congo,-4.28,15.28,1955.0,90000.0
Kananga,Democratic Republic of the Congo,-5.89,22.4,1955.0,50000.0
Kinshasa,Democratic Republic of the Congo,-4.32,15.29,1955.0,290000.0
Lubumbashi,Democratic Republic of the Congo,-11.68,27.54,1955.0,140000.0
Mbuji-Mayi,Democratic Republic of the Congo,-6.14,23.66,1955.0,100000.0
San José,Costa Rica,9.93,-84.07,1955.0,180000.0
La Habana,Cuba,23.04,-82.41,1955.0,1290000.0
Praha,Czech Republic,50.1,14.45,1955.0,970000.0
Cotonou,Benin,6.35,2.43,1955.0,30000.0
København,Denmark,55.71,12.54,1955.0,1230000.0
Santo Domingo,Dominican Republic,18.48,-69.89,1955.0,310000.0
Guayaquil,Ecuador,-2.2,-79.9,1955.0,340000.0
Quito,Ecuador,-0.22,-78.52,1955.0,260000.0
San Salvador,El Salvador,13.7,-89.2,1955.0,250000.0
Addis Ababa,Ethiopia,9.02,38.7,1955.0,450000.0
Huambo,Angola,-12.76,15.73,1955.0,20000.0
Luanda,Angola,-8.81,13.23,1955.0,170000.0
Helsinki,Finland,60.19,24.97,1955.0,400000.0
Bordeaux,France,44.84,-0.59,1955.0,450000.0
Lille,France,50.63,3.06,1955.0,770000.0
Lyon,France,45.74,4.85,1955.0,770000.0
Marseille-Aix-en-Provence,France,43.28,5.38,1955.0,800000.0
Nice-Cannes,France,43.55,7.01,1955.0,430000.0
Paris,France,48.88,2.43,1955.0,6800000.0
Toulouse,France,43.59,1.43,1955.0,280000.0
Tbilisi,Georgia,41.72,44.78,1955.0,660000.0
Berlin,Germany,52.51,13.32,1955.0,3300000.0
Hamburg,Germany,53.57,10.02,1955.0,1700000.0
Köln,Germany,50.94,6.93,1955.0,680000.0
München,Germany,48.14,11.54,1955.0,940000.0
Accra,Ghana,5.55,-0.2,1955.0,260000.0
Kumasi,Ghana,6.68,-1.62,1955.0,150000.0
Athínai,Greece,37.94,23.65,1955.0,1560000.0
Thessaloniki,Greece,40.62,22.79,1955.0,330000.0
Baku,Azerbaijan,40.32,49.81,1955.0,940000.0
Buenos Aires,Argentina,-34.62,-58.44,1955.0,5800000.0
Córdoba,Argentina,-31.31,-64.17,1955.0,510000.0
Mendoza,Argentina,-32.89,-68.83,1955.0,280000.0
Rosario,Argentina,-32.93,-60.66,1955.0,610000.0
San Miguel de Tucumán,Argentina,-26.82,-65.21,1955.0,260000.0
Ciudad de Guatemala (Guatemala City),Guatemala,14.61,-90.52,1955.0,370000.0
Conakry,Guinea,9.54,-13.67,1955.0,60000.0
Port-au-Prince,Haiti,18.52,-72.34,1955.0,180000.0
Tegucigalpa,Honduras,14.09,-87.2,1955.0,100000.0
Hong Kong,"China, Hong Kong Special Administrative Region",22.27,114.17,1955.0,2120000.0
Budapest,Hungary,47.51,19.09,1955.0,1710000.0
Agra,India,27.18,78.02,1955.0,430000.0
Ahmadabad,India,23.03,72.56,1955.0,1010000.0
Aligarh,India,27.88,78.08,1955.0,160000.0
Allahabad,India,25.45,81.85,1955.0,370000.0
Amritsar,India,31.63,74.87,1955.0,360000.0
Asansol,India,23.68,86.98,1955.0,120000.0
Aurangabad,India,19.78,75.29,1955.0,80000.0
Bangalore,India,12.97,77.58,1955.0,940000.0
Bareilly,India,28.55,80.12,1955.0,230000.0
Bhiwandi,India,19.29,73.06,1955.0,30000.0
Bhopal,India,23.22,77.41,1955.0,140000.0
Bhubaneswar,India,20.26,85.83,1955.0,20000.0
Chandigarh,India,30.73,76.78,1955.0,60000.0
Chennai,India,13.06,80.24,1955.0,1700000.0
Coimbatore,India,11.01,76.97,1955.0,350000.0
Delhi,India,28.66,77.21,1955.0,1780000.0
Dhanbad,India,23.8,86.45,1955.0,110000.0
Durg-Bhilainagar,India,21.22,81.43,1955.0,50000.0
Faridabad,India,28.42,77.3,1955.0,30000.0
Ghaziabad,India,28.67,77.42,1955.0,50000.0
Guwahati,India,26.17,91.77,1955.0,70000.0
Gwalior,India,26.14,78.1,1955.0,270000.0
Hubli-Dharwad,India,15.36,75.08,1955.0,220000.0
Hyderabad,India,17.39,78.48,1955.0,1180000.0
Indore,India,22.42,75.54,1955.0,340000.0
Jabalpur,India,23.15,79.97,1955.0,300000.0
Jaipur,India,26.9,75.8,1955.0,350000.0
Jalandhar,India,31.32,75.57,1955.0,190000.0
Jammu,India,33.45,76.24,1955.0,90000.0
Jamshedpur,India,22.8,86.18,1955.0,260000.0
Jodhpur,India,26.28,73.02,1955.0,200000.0
Kanpur,India,26.45,80.31,1955.0,810000.0
Kochi,India,9.97,76.27,1955.0,210000.0
Kolkata,India,22.54,88.33,1955.0,5060000.0
Kota,India,25.18,75.83,1955.0,80000.0
Kozhikode,India,26.28,75.77,1955.0,180000.0
Lucknow,India,26.84,80.91,1955.0,560000.0
Ludhiana,India,30.91,75.85,1955.0,190000.0
Madurai,India,9.91,78.12,1955.0,420000.0
Meerut,India,28.99,77.7,1955.0,250000.0
Moradabad,India,28.83,78.78,1955.0,170000.0
Mumbai,India,19.07,72.82,1955.0,3430000.0
Mysore,India,12.3,76.65,1955.0,250000.0
Nagpur,India,21.15,79.08,1955.0,560000.0
Nashik,India,20.02,73.5,1955.0,180000.0
Patna,India,25.61,85.13,1955.0,320000.0
Pune,India,18.53,73.85,1955.0,680000.0
Raipur,India,21.23,81.63,1955.0,110000.0
Rajkot,India,22.3,70.78,1955.0,160000.0
Ranchi,India,23.35,85.33,1955.0,120000.0
Salem,India,11.65,78.16,1955.0,230000.0
Solapur,India,17.68,75.92,1955.0,300000.0
Srinagar,India,34.08,74.8,1955.0,270000.0
Surat,India,21.16,72.83,1955.0,270000.0
Thiruvananthapuram,India,8.48,76.95,1955.0,210000.0
Tiruchirappalli,India,10.81,78.69,1955.0,310000.0
Vadodara,India,22.3,73.2,1955.0,250000.0
Varanasi,India,25.28,82.95,1955.0,410000.0
Vijayawada,India,16.51,80.61,1955.0,190000.0
Visakhapatnam,India,17.74,83.33,1955.0,140000.0
Adelaide,Australia,-34.81,138.52,1955.0,500000.0
Brisbane,Australia,-27.45,153.02,1955.0,520000.0
Melbourne,Australia,-37.85,145.07,1955.0,1570000.0
Perth,Australia,-31.95,115.85,1955.0,360000.0
Sydney,Australia,-33.88,151.02,1955.0,1910000.0
Bandar Lampung,Indonesia,-5.45,105.26,1955.0,40000.0
Bandung,Indonesia,-6.91,107.6,1955.0,680000.0
Bogor,Indonesia,-6.6,106.8,1955.0,130000.0
Jakarta,Indonesia,-6.16,106.8,1955.0,1970000.0
Malang,Indonesia,-7.98,112.62,1955.0,260000.0
Medan,Indonesia,3.58,98.67,1955.0,360000.0
Padang,Indonesia,-0.95,100.35,1955.0,120000.0
Palembang,Indonesia,-2.99,104.75,1955.0,350000.0
Pekan Baru,Indonesia,0.53,101.45,1955.0,50000.0
Semarang,Indonesia,-6.97,110.42,1955.0,420000.0
Surabaya,Indonesia,-7.39,112.68,1955.0,810000.0
Ujung Pandang,Indonesia,-5.13,119.41,1955.0,280000.0
Ahvaz,Iran (Islamic Republic of),31.31,48.68,1955.0,110000.0
Esfahan,Iran (Islamic Republic of),32.65,51.67,1955.0,240000.0
Karaj,Iran (Islamic Republic of),35.81,50.96,1955.0,10000.0
Kermanshah,Iran (Islamic Republic of),34.3,47.05,1955.0,120000.0
Mashhad,Iran (Islamic Republic of),36.28,59.59,1955.0,220000.0
Qom,Iran (Islamic Republic of),34.65,50.88,1955.0,90000.0
Shiraz,Iran (Islamic Republic of),29.6,52.53,1955.0,160000.0
Tabriz,Iran (Islamic Republic of),38.08,46.28,1955.0,280000.0
Tehran,Iran (Islamic Republic of),35.77,51.44,1955.0,1400000.0
Al-Basrah,Iraq,30.5,47.76,1955.0,150000.0
Al-Mawsil,Iraq,36.33,43.13,1955.0,170000.0
Baghdad,Iraq,33.33,44.39,1955.0,720000.0
Irbil,Iraq,36.16,44.01,1955.0,40000.0
Dublin,Ireland,53.34,-6.25,1955.0,650000.0
Hefa,Israel,32.76,35.0,1955.0,230000.0
Tel Aviv-Yafo,Israel,32.04,34.76,1955.0,560000.0
Milano,Italy,45.47,9.18,1955.0,2100000.0
Napoli,Italy,40.83,14.25,1955.0,1620000.0
Palermo,Italy,38.12,13.35,1955.0,640000.0
Rome,Italy,41.87,12.51,1955.0,2140000.0
Torino,Italy,45.07,7.66,1955.0,1150000.0
Abidjan,Côte d'Ivoire,5.32,-4.02,1955.0,120000.0
Fukuoka-Kitakyushu,Japan,33.57,130.4,1955.0,1150000.0
Hiroshima,Japan,34.37,132.44,1955.0,650000.0
Kyoto,Japan,35.0,135.75,1955.0,1090000.0
Nagoya,Japan,35.15,136.92,1955.0,1230000.0
Osaka-Kobe,Japan,34.63,135.51,1955.0,5120000.0
Sapporo,Japan,43.05,141.34,1955.0,890000.0
Sendai,Japan,38.25,140.89,1955.0,670000.0
Tokyo,Japan,35.68,139.8,1955.0,13710000.0
Almaty,Kazakhstan,43.25,76.91,1955.0,440000.0
Kabul,Afghanistan,34.53,69.13,1955.0,180000.0
Wien,Austria,48.2,16.32,1955.0,2090000.0
Amman,Jordan,31.94,35.93,1955.0,140000.0
Mombasa,Kenya,-4.05,39.65,1955.0,120000.0
Nairobi,Kenya,-1.26,36.8,1955.0,200000.0
Hamhung,Democratic People's Republic of Korea,39.91,127.55,1955.0,220000.0
N'ampo,Democratic People's Republic of Korea,38.73,125.4,1955.0,70000.0
P'yongyang,Democratic People's Republic of Korea,39.02,125.75,1955.0,580000.0
Bucheon,Republic of Korea,37.5,126.78,1955.0,40000.0
Busan,Republic of Korea,35.1,129.03,1955.0,1050000.0
Daegu,Republic of Korea,35.86,128.6,1955.0,480000.0
Daejon,Republic of Korea,36.35,127.38,1955.0,170000.0
Goyang,Republic of Korea,37.65,126.8,1955.0,50000.0
Gwangju,Republic of Korea,35.16,126.91,1955.0,230000.0
Incheon,Republic of Korea,37.48,126.63,1955.0,320000.0
Seongnam,Republic of Korea,37.43,127.15,1955.0,80000.0
Seoul,Republic of Korea,37.54,126.93,1955.0,1550000.0
Suweon,Republic of Korea,37.26,127.01,1955.0,80000.0
Ulsan,Republic of Korea,35.55,129.31,1955.0,40000.0
Al Kuwayt (Kuwait City),Kuwait,29.38,47.97,1955.0,110000.0
Bishkek,Kyrgyzstan,42.87,74.77,1955.0,190000.0
Bayrut,Lebanon,33.88,35.49,1955.0,420000.0
Monrovia,Liberia,6.3,-10.79,1955.0,30000.0
Banghazi,Libyan Arab Jamahiriya,32.12,20.06,1955.0,70000.0
Tarabulus,Libyan Arab Jamahiriya,32.9,13.18,1955.0,140000.0
